student_id,week,total_logins,total_videos,total_assignments,dropout
MHxPC130170236,16.0,9.0,0.0,0,0
MHxPC130170245,11.0,3.0,0.0,0,0
MHxPC130170246,18.0,1.0,0.0,0,1
MHxPC130170249,26.0,5.0,1.0,0,0
MHxPC130170250,14.0,2.0,0.0,0,0
MHxPC130170252,11.0,2.0,0.0,00,0
MHxPC130170253,7.0,1.0,0.0,0,1
MHxPC130170258,13.0,1.0,0.0,0,1
MHxPC130170263,10.0,1.0,0.0,0,1
MHxPC130170268,38.0,2.0,0.0,0,0
MHxPC130170269,29.0,8.0,0.0,0,0
MHxPC130170270,33.0,1.0,0.0,0,1
MHxPC130170271,44.0,13.0,182.0,0.04,0
MHxPC130170273,15.0,1.0,0.0,0,1
MHxPC130170277,11.0,3.0,0.0,0,0
MHxPC130170281,30.0,2.0,0.0,0,0
MHxPC130170282,14.0,1.0,0.0,0,1
MHxPC130170284,21.0,20.0,0.0,0,0
MHxPC130170286,11.0,4.0,0.0,00,0
MHxPC130170289,24.0,3.0,39.0,0,0
MHxPC130170298,28.0,1.0,0.0,0,1
MHxPC130170300,22.0,1.0,0.0,0,1
MHxPC130170302,12.0,1.0,0.0,0,1
MHxPC130170303,9.0,2.0,0.0,0,0
MHxPC130170306,36.0,1.0,0.0,0,1
MHxPC130170307,3.0,45.0,396.0,0.33,0
MHxPC130170309,12.0,1.0,0.0,0,1
MHxPC130170311,14.0,1.0,0.0,0,1
MHxPC130170312,33.0,5.0,0.0,0,0
MHxPC130170316,46.0,0.0,0.0,0,1
MHxPC130170317,11.0,2.0,0.0,0,0
MHxPC130170323,20.0,2.0,0.0,0,0
MHxPC130170324,16.0,1.0,0.0,0,1
MHxPC130170324,18.0,2.0,0.0,0,0
MHxPC130170324,43.0,5.0,18.0,0,0
MHxPC130170326,10.0,2.0,0.0,0,0
MHxPC130170327,27.0,3.0,0.0,0,0
MHxPC130170330,14.0,4.0,0.0,0,0
MHxPC130170331,12.0,3.0,0.0,0,0
MHxPC130170333,46.0,0.0,0.0,0,1
MHxPC130170335,29.0,47.0,0.0,0.15,0
MHxPC130170335,35.0,21.0,90.0,0.06,0
MHxPC130170343,20.0,5.0,0.0,0.06,0
MHxPC130170343,25.0,7.0,0.0,0.07,0
MHxPC130170345,46.0,0.0,0.0,0,1
MHxPC130170347,46.0,0.0,0.0,0,1
MHxPC130170352,7.0,3.0,0.0,0,0
MHxPC130170353,32.0,29.0,0.0,0.52,0
MHxPC130170363,25.0,1.0,0.0,0,1
MHxPC130170372,42.0,2.0,0.0,0,0
MHxPC130170381,32.0,4.0,0.0,0,0
MHxPC130170390,30.0,1.0,0.0,0,1
MHxPC130170394,21.0,1.0,0.0,0,1
MHxPC130170399,11.0,2.0,0.0,0,0
MHxPC130170413,11.0,2.0,0.0,0,0
MHxPC130170419,31.0,4.0,0.0,0,0
MHxPC130170424,25.0,1.0,0.0,0,1
MHxPC130170430,13.0,4.0,0.0,0,0
MHxPC130170431,45.0,1.0,0.0,0,1
MHxPC130170432,28.0,1.0,0.0,0,1
MHxPC130170433,20.0,3.0,14.0,0,0
MHxPC130170435,2.0,4.0,0.0,0.2,0
MHxPC130170439,16.0,2.0,0.0,0,0
MHxPC130170442,33.0,23.0,0.0,0.78,0
MHxPC130170450,25.0,1.0,0.0,0,1
MHxPC130170452,37.0,1.0,0.0,0,1
MHxPC130170458,36.0,2.0,0.0,0,0
MHxPC130170460,15.0,4.0,0.0,0,0
MHxPC130170463,31.0,2.0,34.0,0,0
MHxPC130170464,33.0,2.0,0.0,0,0
MHxPC130170478,17.0,1.0,0.0,0,1
MHxPC130170479,10.0,1.0,0.0,0,1
MHxPC130170481,14.0,4.0,0.0,0,0
MHxPC130170486,11.0,2.0,0.0,0,0
MHxPC130170490,12.0,11.0,0.0,0,0
MHxPC130170491,15.0,6.0,0.0,0,0
MHxPC130170498,30.0,15.0,0.0,00,0
MHxPC130170499,27.0,11.0,0.0,0,0
MHxPC130170501,40.0,1.0,0.0,0,1
MHxPC130170502,43.0,1.0,0.0,0,1
MHxPC130170505,22.0,2.0,3.0,0,0
MHxPC130170515,22.0,4.0,2.0,0,0
MHxPC130170515,29.0,3.0,3.0,0,0
MHxPC130170517,32.0,10.0,0.0,0,0
MHxPC130170521,8.0,2.0,0.0,0,0
MHxPC130170523,20.0,1.0,0.0,0,1
MHxPC130170526,8.0,1.0,0.0, ,1
MHxPC130170528,20.0,36.0,0.0,1,0
MHxPC130170530,35.0,1.0,0.0,0,1
MHxPC130170532,29.0,4.0,3.0,0,0
MHxPC130170534,16.0,16.0,0.0,0,0
MHxPC130170538,7.0,1.0,0.0,0,1
MHxPC130170538,11.0,1.0,0.0,0,1
MHxPC130170544,10.0,1.0,0.0,0,1
MHxPC130170546,49.0,16.0,106.0,0.09,0
MHxPC130170548,43.0,1.0,0.0,0,1
MHxPC130170549,9.0,1.0,0.0,0,1
MHxPC130170553,17.0,2.0,0.0,0,0
MHxPC130170560,18.0,4.0,0.0,0,0
MHxPC130170561,17.0,3.0,0.0,000,0
MHxPC130170564,13.0,2.0,0.0,0,0
MHxPC130170566,23.0,4.0,0.0,0,0
MHxPC130170568,33.0,20.0,0.0,0.64,0
MHxPC130170569,3.0,52.0,1883.0,0.98,0
MHxPC130170571,18.0,3.0,0.0,0.01,0
MHxPC130170572,14.0,2.0,0.0,0,0
MHxPC130170573,13.0,6.0,0.0,0,0
MHxPC130170579,50.0,1.0,1.0,0,1
MHxPC130170602,27.0,1.0,0.0,0,1
MHxPC130170605,45.0,3.0,9.0,0,0
MHxPC130170614,27.0,7.0,0.0,0,0
MHxPC130170615,18.0,1.0,0.0,0,1
MHxPC130170623,32.0,12.0,0.0,0,0
MHxPC130170627,20.0,3.0,14.0,0,0
MHxPC130170628,15.0,11.0,0.0,0,0
MHxPC130170630,11.0,1.0,0.0,0,1
MHxPC130170636,46.0,0.0,0.0,0,1
MHxPC130170638,31.0,1.0,0.0,0,1
MHxPC130170640,1.0,4.0,89.0,0,0
MHxPC130170642,22.0,2.0,1.0,0,0
MHxPC130170642,26.0,22.0,0.0,0,0
MHxPC130170642,28.0,42.0,0.0,0.05,0
MHxPC130170645,22.0,8.0,47.0,0.16,0
MHxPC130170647,21.0,3.0,16.0,0,0
MHxPC130170649,24.0,5.0,0.0,0,0
MHxPC130170654,8.0,1.0,0.0,0,1
MHxPC130170654,14.0,3.0,0.0,0,0
MHxPC130170654,17.0,4.0,0.0,0,0
MHxPC130170657,12.0,14.0,0.0,0,0
MHxPC130170658,20.0,41.0,0.0,1,0
MHxPC130170664,27.0,1.0,0.0,0,1
MHxPC130170667,12.0,3.0,0.0,0,0
MHxPC130170670,21.0,1.0,0.0,0,1
MHxPC130170674,7.0,1.0,0.0,0,1
MHxPC130170674,13.0,2.0,0.0,0,0
MHxPC130170675,46.0,0.0,0.0,0,1
MHxPC130170677,13.0,2.0,0.0,0,0
MHxPC130170678,27.0,3.0,0.0,0,0
MHxPC130170679,13.0,2.0,0.0,0,0
MHxPC130170680,46.0,0.0,0.0,0,1
MHxPC130170681,15.0,1.0,0.0,0.01,1
MHxPC130170682,8.0,1.0,0.0,0,1
MHxPC130170685,20.0,1.0,3.0,0,1
MHxPC130170687,21.0,3.0,0.0,0.05,0
MHxPC130170694,10.0,4.0,0.0,0,0
MHxPC130170695,21.0,3.0,2.0,0,0
MHxPC130170701,10.0,1.0,0.0,0,1
MHxPC130170705,7.0,1.0,0.0,0,1
MHxPC130170706,7.0,1.0,0.0,0,1
MHxPC130170711,32.0,1.0,0.0,0,1
MHxPC130170716,2.0,18.0,8.0,0.91,0
MHxPC130170716,11.0,1.0,0.0,0,1
MHxPC130170716,17.0,6.0,0.0,0,0
MHxPC130170717,22.0,2.0,1.0,0.01,0
MHxPC130170717,52.0,5.0,15.0,0,0
MHxPC130170718,31.0,1.0,0.0,0,1
MHxPC130170723,22.0,1.0,0.0,0,1
MHxPC130170728,34.0,3.0,0.0,0,0
MHxPC130170729,46.0,0.0,0.0,0,1
MHxPC130170733,16.0,11.0,0.0,0,0
MHxPC130170743,23.0,24.0,0.0,00,0
MHxPC130170747,12.0,2.0,0.0,0,0
MHxPC130170749,43.0,1.0,0.0,0,1
MHxPC130170751,10.0,1.0,0.0,0,1
MHxPC130170757,34.0,1.0,0.0,0,1
MHxPC130170760,44.0,1.0,0.0,0,1
MHxPC130170766,46.0,0.0,0.0,0,1
MHxPC130170774,14.0,1.0,0.0,0,1
MHxPC130170775,23.0,1.0,0.0,0,1
MHxPC130170776,42.0,1.0,0.0,0,1
MHxPC130170778,19.0,2.0,0.0,0,0
MHxPC130170780,42.0,1.0,0.0,0,1
MHxPC130170784,21.0,5.0,15.0,0,0
MHxPC130170792,27.0,2.0,3.0,0,0
MHxPC130170803,44.0,7.0,65.0,0,0
MHxPC130170806,29.0,16.0,2.0,00,0
MHxPC130170806,31.0,13.0,0.0,0,0
MHxPC130170809,3.0,52.0,2228.0,0.9,0
MHxPC130170809,21.0,8.0,10.0,0.05,0
MHxPC130170812,3.0,28.0,44.0,0.94,0
MHxPC130170818,10.0,1.0,0.0,0,1
MHxPC130170821,31.0,2.0,0.0,0,0
MHxPC130170835,10.0,1.0,0.0,0,1
MHxPC130170840,34.0,32.0,0.0,0.78,0
MHxPC130170846,11.0,1.0,0.0,0,1
MHxPC130170851,19.0,3.0,0.0,0,0
MHxPC130170856,13.0,2.0,0.0,0,0
MHxPC130170858,20.0,2.0,0.0, 0,0
MHxPC130170859,37.0,1.0,0.0,0,1
MHxPC130170864,14.0,1.0,0.0,0,1
MHxPC130170883,42.0,1.0,0.0,0,1
MHxPC130170884,12.0,2.0,0.0,0,0
MHxPC130170887,27.0,1.0,0.0,0,1
MHxPC130170893,15.0,1.0,0.0,0,1
MHxPC130170893,25.0,2.0,0.0,0,0
MHxPC130170895,29.0,5.0,0.0,0,0
MHxPC130170898,9.0,8.0,0.0,0,0
MHxPC130170899,8.0,1.0,0.0,0,1
MHxPC130170903,38.0,1.0,0.0,0,1
MHxPC130170907,46.0,0.0,0.0,0,1
MHxPC130170909,28.0,2.0,0.0,0,0
MHxPC130170910,11.0,3.0,0.0,0,0
MHxPC130170911,40.0,1.0,0.0,0,1
MHxPC130170918,27.0,1.0,0.0,0,1
MHxPC130170922,21.0,1.0,1.0,0,1
MHxPC130170927,31.0,2.0,0.0,0.9,0
MHxPC130170927,51.0,20.0,8.0,0.38,0
MHxPC130170930,23.0,1.0,0.0,0,1
MHxPC130170941,21.0,3.0,15.0,0,0
MHxPC130170943,11.0,1.0,0.0,0,1
MHxPC130170949,25.0,2.0,0.0,0,0
MHxPC130170949,34.0,24.0,0.0,0.96,0
MHxPC130170951,21.0,2.0,2.0,0,0
MHxPC130170952,30.0,1.0,0.0,0,1
MHxPC130170955,10.0,2.0,0.0,0,0
MHxPC130170958,29.0,2.0,0.0,0,0
MHxPC130170961,12.0,1.0,0.0,0,1
MHxPC130170964,7.0,1.0,0.0,0,1
MHxPC130170965,12.0,2.0,0.0,0,0
MHxPC130170965,32.0,10.0,34.0,0,0
MHxPC130170966,50.0,1.0,3.0,0,1
MHxPC130170969,39.0,1.0,0.0,0,1
MHxPC130170970,11.0,1.0,0.0,0,1
MHxPC130170973,14.0,3.0,0.0,0,0
MHxPC130170974,21.0,1.0,11.0,0,1
MHxPC130170979,12.0,2.0,0.0,0,0
MHxPC130170980,33.0,1.0,0.0,0,1
MHxPC130170985,25.0,3.0,0.0,0,0
MHxPC130170986,46.0,0.0,0.0,0,1
MHxPC130170987,10.0,1.0,0.0,0,1
MHxPC130170990,20.0,5.0,3.0,0,0
MHxPC130170995,11.0,1.0,0.0,0,1
MHxPC130170999,15.0,1.0,0.0,0,1
MHxPC130171001,46.0,4.0,0.0,0,0
MHxPC130171002,28.0,2.0,0.0,0,0
MHxPC130171005,31.0,4.0,4.0,0,0
MHxPC130171005,36.0,23.0,0.0,0.78,0
MHxPC130171007,44.0,1.0,1.0,0,1
MHxPC130171014,11.0,1.0,0.0,0,1
MHxPC130171015,42.0,1.0,0.0,0,1
MHxPC130171018,40.0,1.0,0.0,0,1
MHxPC130171029,9.0,5.0,0.0,0,0
MHxPC130171029,20.0,3.0,2.0,0,0
MHxPC130171032,22.0,13.0,0.0,0.04,0
MHxPC130171033,27.0,12.0,0.0,0.13,0
MHxPC130171036,46.0,0.0,0.0,0,1
MHxPC130171037,30.0,1.0,0.0,0,1
MHxPC130171043,9.0,1.0,0.0,0,1
MHxPC130171045,21.0,7.0,0.0,0,0
MHxPC130171047,42.0,1.0,0.0,0,1
MHxPC130171049,9.0,1.0,0.0,0,1
MHxPC130171050,15.0,6.0,0.0,0,0
MHxPC130171054,13.0,1.0,0.0,0,1
MHxPC130171059,8.0,1.0,0.0,0,1
MHxPC130171059,11.0,1.0,0.0,0,1
MHxPC130171064,36.0,1.0,0.0,0,1
MHxPC130171065,31.0,18.0,0.0,0.23,0
MHxPC130171069,13.0,5.0,0.0,0,0
MHxPC130171070,15.0,4.0,0.0,0,0
MHxPC130171072,27.0,9.0,0.0,0,0
MHxPC130171073,26.0,1.0,0.0,0,1
MHxPC130171083,14.0,1.0,0.0,0,1
MHxPC130171085,18.0,13.0,0.0,0.14,0
MHxPC130171090,16.0,2.0,0.0,00,0
MHxPC130171097,11.0,1.0,0.0,0,1
MHxPC130171100,19.0,1.0,0.0,0,1
MHxPC130171103,25.0,1.0,0.0,0,1
MHxPC130171105,17.0,4.0,2.0,0,0
MHxPC130171106,18.0,32.0,0.0,1,0
MHxPC130171111,29.0,14.0,39.0,0,0
MHxPC130171115,23.0,4.0,0.0,0,0
MHxPC130171117,34.0,1.0,0.0,0,1
MHxPC130171124,13.0,1.0,0.0,0,1
MHxPC130171125,18.0,2.0,0.0,0,0
MHxPC130171126,19.0,87.0,0.0,1,0
MHxPC130171127,22.0,3.0,0.0,0.05,0
MHxPC130171130,22.0,8.0,0.0,0,0
MHxPC130171134,13.0,17.0,0.0,0,0
MHxPC130171137,32.0,7.0,0.0,0,0
MHxPC130171138,21.0,3.0,0.0,0,0
MHxPC130171141,9.0,1.0,0.0,0,1
MHxPC130171148,7.0,7.0,0.0,0,0
MHxPC130171151,11.0,1.0,0.0,0,1
MHxPC130171157,16.0,1.0,0.0,0,1
MHxPC130171163,12.0,1.0,0.0,0,1
MHxPC130171164,32.0,2.0,0.0,00,0
MHxPC130171174,29.0,2.0,0.0,0,0
MHxPC130171176,30.0,5.0,0.0,0,0
MHxPC130171187,21.0,4.0,0.0,0,0
MHxPC130171194,32.0,1.0,0.0,0,1
MHxPC130171199,13.0,6.0,0.0,0,0
MHxPC130171206,46.0,0.0,0.0,0,1
MHxPC130171209,48.0,1.0,0.0,0,1
MHxPC130171210,10.0,3.0,0.0,0,0
MHxPC130171210,21.0,1.0,0.0,0,1
MHxPC130171214,43.0,7.0,515.0,0.07,0
MHxPC130171216,23.0,3.0,3.0,0,0
MHxPC130171217,13.0,4.0,0.0,0,0
MHxPC130171224,19.0,1.0,0.0,0,1
MHxPC130171229,30.0,1.0,0.0,0,1
MHxPC130171231,27.0,1.0,0.0,0,1
MHxPC130171233,11.0,2.0,0.0,0,0
MHxPC130171234,24.0,7.0,43.0,0,0
MHxPC130171236,21.0,1.0,0.0,0,1
MHxPC130171240,1.0,35.0,1720.0,0.26,0
MHxPC130171242,23.0,1.0,0.0,0,1
MHxPC130171244,11.0,1.0,0.0,0,1
MHxPC130171245,20.0,3.0,0.0,0,0
MHxPC130171245,33.0,4.0,10.0,0,0
MHxPC130171248,43.0,3.0,160.0,0.04,0
MHxPC130171251,20.0,1.0,0.0,0,1
MHxPC130171258,20.0,1.0,0.0,0,1
MHxPC130171258,27.0,3.0,0.0,0,0
MHxPC130171259,31.0,1.0,0.0,0,1
MHxPC130171265,20.0,1.0,0.0,0,1
MHxPC130171269,13.0,1.0,0.0,0,1
MHxPC130171270,21.0,7.0,0.0,0,0
MHxPC130171270,35.0,1.0,0.0,0,1
MHxPC130171272,46.0,0.0,0.0,0,1
MHxPC130171273,14.0,6.0,0.0,0,0
MHxPC130171278,23.0,11.0,24.0, ,0
MHxPC130171286,28.0,2.0,0.0,0,0
MHxPC130171287,9.0,1.0,0.0,0,1
MHxPC130171297,24.0,1.0,0.0,0,1
MHxPC130171301,9.0,1.0,0.0,0,1
MHxPC130171306,20.0,53.0,0.0,1,0
MHxPC130171307,8.0,1.0,0.0,0,1
MHxPC130171308,45.0,1.0,0.0,0,1
MHxPC130171310,10.0,1.0,0.0,0,1
MHxPC130171310,11.0,1.0,0.0,0,1
MHxPC130171310,26.0,5.0,43.0,0,0
MHxPC130171312,21.0,9.0,0.0,0,0
MHxPC130171320,22.0,1.0,0.0,0,1
MHxPC130171324,47.0,1.0,0.0,0,1
MHxPC130171330,31.0,1.0,0.0,0,1
MHxPC130171336,24.0,5.0,8.0,0.25,0
MHxPC130171338,46.0,0.0,0.0,0,1
MHxPC130171339,44.0,1.0,0.0,0,1
MHxPC130171341,43.0,9.0,5.0,0,0
MHxPC130171349,10.0,1.0,0.0,0,1
MHxPC130171349,11.0,2.0,0.0,0,0
MHxPC130171349,16.0,7.0,0.0,0,0
MHxPC130171353,11.0,4.0,0.0,0,0
MHxPC130171354,35.0,8.0,0.0,0.21,0
MHxPC130171359,1.0,1.0,0.0,0,1
MHxPC130171360,12.0,2.0,0.0,0,0
MHxPC130171361,3.0,1.0,0.0,0,1
MHxPC130171361,20.0,3.0,2.0,0,0
MHxPC130171362,46.0,0.0,0.0,0,1
MHxPC130171377,14.0,1.0,0.0,0,1
MHxPC130171378,15.0,6.0,0.0,0,0
MHxPC130171381,10.0,1.0,0.0,0,1
MHxPC130171381,19.0,1.0,0.0,0,1
MHxPC130171381,22.0,3.0,0.0,0,0
MHxPC130171385,18.0,30.0,0.0,0,0
MHxPC130171390,24.0,2.0,3.0,0,0
MHxPC130171394,8.0,1.0,0.0,0,1
MHxPC130171415,45.0,6.0,86.0,0.07,0
MHxPC130171417,24.0,4.0,0.0,0.02,0
MHxPC130171418,11.0,1.0,0.0,0,1
MHxPC130171420,16.0,1.0,0.0,0,1
MHxPC130171421,8.0,17.0,3.0,0.62,0
MHxPC130171425,14.0,4.0,0.0,0,0
MHxPC130171427,3.0,43.0,573.0,0.4,0
MHxPC130171427,12.0,2.0,0.0,00,0
MHxPC130171431,11.0,4.0,0.0,0,0
MHxPC130171433,33.0,1.0,0.0,0,1
MHxPC130171434,14.0,3.0,0.0,0.01,0
MHxPC130171435,14.0,1.0,0.0,0,1
MHxPC130171436,28.0,21.0,0.0,0,0
MHxPC130171439,35.0,1.0,0.0,0,1
MHxPC130171441,28.0,14.0,0.0,0,0
MHxPC130171444,14.0,2.0,0.0,0,0
MHxPC130171444,46.0,2.0,0.0,0,0
MHxPC130171445,21.0,2.0,9.0,0,0
MHxPC130171446,14.0,1.0,0.0,0,1
MHxPC130171447,7.0,3.0,0.0,0,0
MHxPC130171455,27.0,2.0,0.0,0,0
MHxPC130171456,32.0,40.0,0.0,0.03,0
MHxPC130171457,24.0,3.0,0.0,0,0
MHxPC130171458,30.0,2.0,0.0,0,0
MHxPC130171459,25.0,5.0,0.0,0,0
MHxPC130171460,16.0,4.0,0.0,00,0
MHxPC130171462,12.0,3.0,0.0,0,0
MHxPC130171465,24.0,1.0,0.0,0,1
MHxPC130171467,20.0,1.0,0.0,0,1
MHxPC130171473,22.0,2.0,0.0,0,0
MHxPC130171478,51.0,3.0,2.0,0,0
MHxPC130171479,2.0,1.0,0.0,0,1
MHxPC130171484,12.0,2.0,0.0,0,0
MHxPC130171484,25.0,10.0,57.0,0,0
MHxPC130171487,29.0,1.0,0.0,0.21,1
MHxPC130171488,19.0,1.0,0.0,0,1
MHxPC130171489,32.0,1.0,0.0,0,1
MHxPC130171489,34.0,2.0,0.0,0,0
MHxPC130171491,13.0,4.0,0.0,0,0
MHxPC130171494,21.0,3.0,0.0,0,0
MHxPC130171499,46.0,0.0,0.0, ,1
MHxPC130171507,29.0,1.0,0.0,0,1
MHxPC130171508,18.0,13.0,0.0,0,0
MHxPC130171510,36.0,3.0,0.0,0,0
MHxPC130171513,29.0,1.0,0.0,0,1
MHxPC130171518,17.0,1.0,1.0,0,1
MHxPC130171519,10.0,3.0,0.0,0,0
MHxPC130171521,17.0,3.0,0.0,0,0
MHxPC130171523,13.0,2.0,0.0,0,0
MHxPC130171527,13.0,5.0,0.0,0,0
MHxPC130171529,16.0,3.0,0.0,0,0
MHxPC130171530,20.0,2.0,0.0,0,0
MHxPC130171537,11.0,1.0,0.0,0,1
MHxPC130171543,7.0,1.0,0.0,0,1
MHxPC130171547,46.0,1.0,0.0,0,1
MHxPC130171550,32.0,4.0,0.0,0,0
MHxPC130171552,2.0,8.0,388.0,0,0
MHxPC130171554,41.0,1.0,0.0,0,1
MHxPC130171567,8.0,1.0,0.0,0,1
MHxPC130171568,31.0,9.0,0.0,0,0
MHxPC130171570,35.0,31.0,0.0,0.9,0
MHxPC130171573,26.0,1.0,0.0,0,1
MHxPC130171578,31.0,1.0,0.0,0,1
MHxPC130171583,13.0,1.0,0.0, ,1
MHxPC130171584,32.0,10.0,0.0,0,0
MHxPC130171585,9.0,1.0,0.0,0,1
MHxPC130171594,42.0,2.0,33.0,0,0
MHxPC130171595,19.0,1.0,0.0,0,1
MHxPC130171595,29.0,1.0,0.0,0,1
MHxPC130171599,10.0,1.0,0.0,0,1
MHxPC130171604,10.0,1.0,0.0,0,1
MHxPC130171616,21.0,1.0,0.0,0,1
MHxPC130171620,15.0,3.0,0.0,0,0
MHxPC130171626,45.0,3.0,0.0,0,0
MHxPC130171639,24.0,1.0,0.0,0,1
MHxPC130171644,30.0,4.0,0.0,0,0
MHxPC130171645,23.0,2.0,27.0,0.01,0
MHxPC130171649,12.0,1.0,0.0,0,1
MHxPC130171654,10.0,1.0,0.0,0,1
MHxPC130171657,12.0,1.0,0.0,0,1
MHxPC130171658,11.0,2.0,0.0,0,0
MHxPC130171663,27.0,5.0,73.0,0.03,0
MHxPC130171670,14.0,1.0,0.0,0,1
MHxPC130171671,14.0,5.0,0.0,00,0
MHxPC130171673,46.0,0.0,0.0,0,1
MHxPC130171678,28.0,9.0,0.0,0.98,0
MHxPC130171690,30.0,1.0,0.0,0,1
MHxPC130171693,13.0,1.0,0.0,0,1
MHxPC130171702,33.0,1.0,0.0,0,1
MHxPC130171713,1.0,5.0,94.0,0,0
MHxPC130171715,39.0,2.0,0.0,0,0
MHxPC130171718,20.0,1.0,0.0,0,1
MHxPC130171729,23.0,1.0,0.0,0,1
MHxPC130171732,20.0,1.0,0.0,0,1
MHxPC130171737,20.0,3.0,1.0,0,0
MHxPC130171744,14.0,1.0,0.0,0,1
MHxPC130171750,42.0,2.0,0.0,0,0
MHxPC130171754,13.0,1.0,0.0,0,1
MHxPC130171757,22.0,1.0,0.0,0,1
MHxPC130171761,9.0,1.0,0.0,0,1
MHxPC130171763,8.0,2.0,0.0,00,0
MHxPC130171764,22.0,5.0,0.0,0,0
MHxPC130171766,7.0,2.0,0.0,0,0
MHxPC130171771,44.0,6.0,126.0,0.04,0
MHxPC130171774,33.0,1.0,0.0,0,1
MHxPC130171777,36.0,1.0,0.0,0,1
MHxPC130171778,22.0,1.0,0.0,0,1
MHxPC130171780,24.0,6.0,0.0,0,0
MHxPC130171782,7.0,3.0,0.0,0,0
MHxPC130171789,13.0,1.0,0.0,0,1
MHxPC130171794,26.0,2.0,0.0,0,0
MHxPC130171794,27.0,5.0,21.0,0,0
MHxPC130171794,34.0,59.0,0.0,0.12,0
MHxPC130171794,36.0,85.0,4312.0,0.66,0
MHxPC130171800,14.0,10.0,0.0,0,0
MHxPC130171800,46.0,10.0,0.0,0,0
MHxPC130171801,8.0,1.0,0.0,0,1
MHxPC130171802,20.0,1.0,0.0,0,1
MHxPC130171805,18.0,2.0,0.0,00,0
MHxPC130171806,45.0,8.0,81.0,0.01,0
MHxPC130171813,14.0,1.0,0.0,0,1
MHxPC130171825,24.0,1.0,0.0,0,1
MHxPC130171828,36.0,1.0,1.0,0,1
MHxPC130171829,18.0,1.0,0.0,0,1
MHxPC130171830,17.0,1.0,0.0,0,1
MHxPC130171838,30.0,2.0,1.0, ,0
MHxPC130171839,23.0,1.0,0.0,0,1
MHxPC130171841,11.0,2.0,0.0,0,0
MHxPC130171842,35.0,4.0,0.0,0,0
MHxPC130171850,29.0,28.0,0.0,0.34,0
MHxPC130171854,18.0,2.0,0.0,0,0
MHxPC130171865,11.0,2.0,0.0,00,0
MHxPC130171870,50.0,11.0,185.0,0.29,0
MHxPC130171892,12.0,4.0,0.0,0,0
MHxPC130171895,18.0,1.0,0.0,0,1
MHxPC130171896,10.0,2.0,0.0,0,0
MHxPC130171897,21.0,3.0,0.0,0,0
MHxPC130171897,36.0,58.0,6298.0,0,0
MHxPC130171900,12.0,6.0,0.0,0,0
MHxPC130171902,17.0,1.0,0.0,0,1
MHxPC130171903,13.0,1.0,0.0,0,1
MHxPC130171909,36.0,1.0,0.0,0,1
MHxPC130171911,20.0,5.0,0.0,0,0
MHxPC130171912,20.0,14.0,0.0,0.16,0
MHxPC130171915,27.0,2.0,0.0,0,0
MHxPC130171916,13.0,1.0,0.0,0,1
MHxPC130171927,17.0,1.0,0.0,0,1
MHxPC130171931,11.0,1.0,0.0,0,1
MHxPC130171937,22.0,4.0,3.0,0,0
MHxPC130171938,23.0,1.0,0.0,0,1
MHxPC130171939,25.0,9.0,0.0,00,0
MHxPC130171943,15.0,1.0,0.0, ,1
MHxPC130171949,9.0,2.0,0.0,00,0
MHxPC130171950,21.0,2.0,9.0,0,0
MHxPC130171963,10.0,1.0,0.0,0,1
MHxPC130171963,19.0,5.0,0.0,0,0
MHxPC130171964,13.0,45.0,342.0,0.24,0
MHxPC130171968,19.0,1.0,0.0,0,1
MHxPC130171970,9.0,1.0,0.0,0,1
MHxPC130171973,31.0,2.0,0.0,0,0
MHxPC130171978,46.0,0.0,0.0,0,1
MHxPC130171980,14.0,1.0,0.0,0,1
MHxPC130171985,31.0,13.0,0.0,00,0
MHxPC130171996,26.0,1.0,0.0,0,1
MHxPC130171997,23.0,2.0,11.0,0,0
MHxPC130171999,17.0,1.0,0.0,0,1
MHxPC130172018,9.0,1.0,0.0,0,1
MHxPC130172019,34.0,1.0,0.0,0,1
MHxPC130172020,17.0,1.0,0.0,0,1
MHxPC130172025,11.0,1.0,0.0,0,1
MHxPC130172026,46.0,0.0,0.0,0,1
MHxPC130172041,18.0,22.0,0.0,0,0
MHxPC130172042,31.0,1.0,0.0,0,1
MHxPC130172043,12.0,13.0,0.0,00,0
MHxPC130172053,3.0,28.0,190.0,0.77,0
MHxPC130172056,11.0,1.0,0.0,0,1
MHxPC130172061,29.0,1.0,0.0,0,1
MHxPC130172063,26.0,2.0,0.0,0,0
MHxPC130172064,12.0,4.0,0.0,00,0
MHxPC130172070,11.0,1.0,0.0,0,1
MHxPC130172071,16.0,2.0,0.0,00,0
MHxPC130172072,12.0,4.0,0.0,0,0
MHxPC130172079,46.0,0.0,0.0,0,1
MHxPC130172082,42.0,2.0,8.0,0,0
MHxPC130172083,33.0,95.0,0.0,0.88,0
MHxPC130172084,24.0,2.0,0.0,0,0
MHxPC130172086,32.0,13.0,80.0,0,0
MHxPC130172089,20.0,1.0,0.0,0,1
MHxPC130172094,12.0,5.0,0.0,0,0
MHxPC130172102,9.0,1.0,0.0,0,1
MHxPC130172104,11.0,3.0,0.0,0,0
MHxPC130172105,24.0,1.0,0.0,0,1
MHxPC130172108,8.0,1.0,0.0,0,1
MHxPC130172108,15.0,3.0,0.0,0,0
MHxPC130172110,8.0,1.0,0.0,0,1
MHxPC130172112,17.0,1.0,0.0,0,1
MHxPC130172116,46.0,0.0,0.0,0,1
