student_id,week,total_logins,total_videos,total_assignments,dropout,login_risk,assignment_risk,final_risk_score,risk_level
MHxPC130069247,26.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069250,29.0,1.0,19.0,0,1,100,20,60.0,Medium Risk
MHxPC130069252,24.0,11.0,0.0,0.02,0,20,20,20.0,Low Risk
MHxPC130069254,36.0,36.0,0.0,0.18,0,20,20,20.0,Low Risk
MHxPC130069257,20.0,8.0,0.0,0.04,0,20,20,20.0,Low Risk
MHxPC130069262,21.0,1.0,4.0,0,1,100,20,60.0,Medium Risk
MHxPC130069264,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069267,42.0,2.0,1.0,0,0,60,20,40.0,Low Risk
MHxPC130069268,47.0,1.0,1.0,0,1,100,20,60.0,Medium Risk
MHxPC130069269,24.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069270,14.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069270,20.0,1.0,12.0,0,1,100,20,60.0,Medium Risk
MHxPC130069270,51.0,13.0,153.0,0.01,0,20,20,20.0,Low Risk
MHxPC130069272,25.0,12.0,100.0,0.47,0,20,20,20.0,Low Risk
MHxPC130069274,21.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069278,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069279,33.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069284,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069289,26.0,34.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069291,23.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069292,24.0,1.0,1.0,0,1,100,20,60.0,Medium Risk
MHxPC130069295,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069298,13.0,4.0,0.0, ,0,20,20,20.0,Low Risk
MHxPC130069300,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069303,50.0,1.0,2.0,0,1,100,20,60.0,Medium Risk
MHxPC130069311,15.0,2.0,0.0,00,0,60,20,40.0,Low Risk
MHxPC130069312,31.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069315,25.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069317,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069322,25.0,11.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069326,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069329,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069333,11.0,9.0,0.0,00,0,20,20,20.0,Low Risk
MHxPC130069335,23.0,2.0,1.0,0,0,60,20,40.0,Low Risk
MHxPC130069340,40.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069341,45.0,2.0,6.0,0,0,60,20,40.0,Low Risk
MHxPC130069343,25.0,3.0,1.0,0,0,60,20,40.0,Low Risk
MHxPC130069345,10.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069346,16.0,3.0,0.0,0.04,0,60,20,40.0,Low Risk
MHxPC130069351,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069352,15.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069358,24.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069364,12.0,6.0,0.0,00,0,20,20,20.0,Low Risk
MHxPC130069365,23.0,20.0,745.0,0.15,0,20,20,20.0,Low Risk
MHxPC130069368,32.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069372,16.0,2.0,7.0,0,0,60,20,40.0,Low Risk
MHxPC130069374,17.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069376,28.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069378,27.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069379,22.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069392,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069392,35.0,12.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069393,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069395,21.0,4.0,9.0,0.02,0,20,20,20.0,Low Risk
MHxPC130069395,48.0,11.0,88.0,0,0,20,20,20.0,Low Risk
MHxPC130069396,35.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069398,36.0,19.0,103.0,0.22,0,20,20,20.0,Low Risk
MHxPC130069399,42.0,2.0,11.0,0,0,60,20,40.0,Low Risk
MHxPC130069400,18.0,10.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069402,9.0,4.0,0.0, 0,0,20,20,20.0,Low Risk
MHxPC130069403,12.0,13.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069404,25.0,13.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069412,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069420,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069422,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069428,46.0,3.0,16.0,0.09,0,60,20,40.0,Low Risk
MHxPC130069430,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069438,12.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069441,50.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069448,35.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069449,12.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069458,34.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069459,20.0,1.0,4.0,0,1,100,20,60.0,Medium Risk
MHxPC130069463,10.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069469,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069469,10.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069473,19.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069477,14.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069480,49.0,27.0,1121.0,0.1,0,20,20,20.0,Low Risk
MHxPC130069481,14.0,2.0,0.0,00,0,60,20,40.0,Low Risk
MHxPC130069482,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069488,43.0,11.0,57.0,0.01,0,20,20,20.0,Low Risk
MHxPC130069490,34.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069492,33.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069492,46.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069496,24.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069500,42.0,2.0,17.0,0,0,60,20,40.0,Low Risk
MHxPC130069502,10.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069505,20.0,3.0,6.0,0,0,60,20,40.0,Low Risk
MHxPC130069508,14.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069514,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069517,1.0,3.0,5.0,0,0,60,20,40.0,Low Risk
MHxPC130069526,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069527,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069534,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069537,20.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069542,35.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069546,38.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069547,45.0,4.0,25.0,0,0,20,20,20.0,Low Risk
MHxPC130069548,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069548,20.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069550,15.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069551,11.0,23.0,474.0,0,0,20,20,20.0,Low Risk
MHxPC130069552,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069560,26.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069562,14.0,5.0,0.0,00,0,20,20,20.0,Low Risk
MHxPC130069566,26.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069575,20.0,45.0,0.0,1,0,20,20,20.0,Low Risk
MHxPC130069580,29.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069582,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069583,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069585,25.0,1.0,0.0,0.03,1,100,20,60.0,Medium Risk
MHxPC130069588,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069589,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069592,45.0,4.0,76.0,0,0,20,20,20.0,Low Risk
MHxPC130069598,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069602,40.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069603,35.0,2.0,0.0,00,0,60,20,40.0,Low Risk
MHxPC130069608,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069610,20.0,28.0,0.0,1,0,20,20,20.0,Low Risk
MHxPC130069615,12.0,17.0,0.0,00,0,20,20,20.0,Low Risk
MHxPC130069619,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069622,34.0,1.0,11.0,0,1,100,20,60.0,Medium Risk
MHxPC130069624,16.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069627,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069635,15.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069636,30.0,29.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069644,22.0,5.0,2.0,0,0,20,20,20.0,Low Risk
MHxPC130069646,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069657,7.0,25.0,538.0,0.91,0,20,20,20.0,Low Risk
MHxPC130069658,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069659,35.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069665,13.0,4.0,28.0,0.01,0,20,20,20.0,Low Risk
MHxPC130069666,34.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069670,31.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069673,15.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069676,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069680,16.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069681,30.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069687,25.0,12.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069689,21.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069693,51.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069696,13.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069698,47.0,2.0,20.0,0,0,60,20,40.0,Low Risk
MHxPC130069701,13.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069704,29.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069704,31.0,11.0,79.0,0.01,0,20,20,20.0,Low Risk
MHxPC130069707,28.0,22.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069708,33.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069710,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069712,12.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069714,44.0,5.0,7.0,0,0,20,20,20.0,Low Risk
MHxPC130069717,34.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069722,30.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069728,14.0,7.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069736,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069737,42.0,2.0,16.0,0,0,60,20,40.0,Low Risk
MHxPC130069743,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069747,17.0,12.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069752,20.0,18.0,0.0,1,0,20,20,20.0,Low Risk
MHxPC130069753,27.0,10.0,0.0,0.04,0,20,20,20.0,Low Risk
MHxPC130069755,19.0,14.0,0.0,1,0,20,20,20.0,Low Risk
MHxPC130069757,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069760,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069771,12.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069774,11.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069777,21.0,4.0,16.0,0,0,20,20,20.0,Low Risk
MHxPC130069786,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069795,20.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069797,50.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069798,10.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069801,19.0,2.0,0.0,0.04,0,60,20,40.0,Low Risk
MHxPC130069806,20.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069812,36.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069823,14.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069824,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069826,33.0,3.0,7.0,0,0,60,20,40.0,Low Risk
MHxPC130069830,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069833,43.0,2.0,63.0,0.01,0,60,20,40.0,Low Risk
MHxPC130069839,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069845,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069846,23.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069853,13.0,7.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069856,20.0,5.0,9.0,0,0,20,20,20.0,Low Risk
MHxPC130069857,2.0,1.0,34.0,0,1,100,20,60.0,Medium Risk
MHxPC130069859,15.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069861,26.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069863,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069864,29.0,1.0,1.0,0,1,100,20,60.0,Medium Risk
MHxPC130069868,13.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069871,16.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069875,11.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069875,12.0,12.0,0.0,00,0,20,20,20.0,Low Risk
MHxPC130069875,16.0,10.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069876,30.0,11.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069878,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069886,28.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069888,30.0,1.0,58.0,0,1,100,20,60.0,Medium Risk
MHxPC130069897,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069897,21.0,13.0,74.0,0,0,20,20,20.0,Low Risk
MHxPC130069897,24.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069902,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069903,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069904,32.0,13.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130069912,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069912,34.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069922,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069922,15.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069924,26.0,5.0,15.0,0,0,20,20,20.0,Low Risk
MHxPC130069927,14.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069940,21.0,11.0,110.0,0,0,20,20,20.0,Low Risk
MHxPC130069948,11.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069949,31.0,63.0,0.0,0.01,0,20,20,20.0,Low Risk
MHxPC130069950,25.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069951,14.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069952,1.0,1.0,5.0,0,1,100,20,60.0,Medium Risk
MHxPC130069953,17.0,45.0,0.0,1,0,20,20,20.0,Low Risk
MHxPC130069958,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069959,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069965,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069966,31.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069967,43.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069978,19.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069982,15.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069983,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069984,20.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130069985,25.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130069990,45.0,4.0,63.0,0,0,20,20,20.0,Low Risk
MHxPC130069991,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070007,29.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070009,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070010,10.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070026,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070028,42.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070034,12.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070035,3.0,53.0,499.0,0.96,0,20,20,20.0,Low Risk
MHxPC130070047,12.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070050,8.0,1.0,1.0,0,1,100,20,60.0,Medium Risk
MHxPC130070051,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070059,33.0,3.0,1.0,0,0,60,20,40.0,Low Risk
MHxPC130070064,11.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070068,30.0,17.0,0.0,0.01,0,20,20,20.0,Low Risk
MHxPC130070070,21.0,3.0,22.0,0.13,0,60,20,40.0,Low Risk
MHxPC130070072,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070073,43.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070078,12.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070079,14.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070080,19.0,3.0,0.0,00,0,60,20,40.0,Low Risk
MHxPC130070082,22.0,13.0,83.0,0,0,20,20,20.0,Low Risk
MHxPC130070084,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070084,29.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070084,35.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070085,42.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070087,40.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070093,36.0,8.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070094,30.0,14.0,0.0,0.07,0,20,20,20.0,Low Risk
MHxPC130070097,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070097,23.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070098,12.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070104,50.0,2.0,71.0,0,0,60,20,40.0,Low Risk
MHxPC130070109,30.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070110,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070116,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070116,11.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070116,21.0,3.0,13.0,0,0,60,20,40.0,Low Risk
MHxPC130070121,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070132,30.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070139,30.0,16.0,0.0,0.68,0,20,20,20.0,Low Risk
MHxPC130070141,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070141,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070142,42.0,2.0,5.0,0,0,60,20,40.0,Low Risk
MHxPC130070146,14.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070154,12.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070155,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070161,36.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070178,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070180,15.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070182,19.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070183,32.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070184,10.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070188,42.0,8.0,15.0,0,0,20,20,20.0,Low Risk
MHxPC130070191,20.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070192,12.0,24.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070200,14.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070204,32.0,2.0,1.0,0,0,60,20,40.0,Low Risk
MHxPC130070207,22.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070212,37.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070213,35.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070214,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070218,13.0,8.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070221,36.0,6.0,25.0,0.05,0,20,20,20.0,Low Risk
MHxPC130070222,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070223,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070227,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070228,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070229,12.0,7.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070231,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070232,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070233,32.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070235,12.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070242,44.0,4.0,94.0,0,0,20,20,20.0,Low Risk
MHxPC130070245,16.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070245,46.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070250,24.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070259,25.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070260,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070261,29.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070263,16.0,45.0,1033.0,0.98,0,20,20,20.0,Low Risk
MHxPC130070264,29.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070271,15.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070271,30.0,19.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070274,29.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070277,33.0,38.0,0.0,0.73,0,20,20,20.0,Low Risk
MHxPC130070278,9.0,4.0,0.0,00,0,20,20,20.0,Low Risk
MHxPC130070279,12.0,7.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070282,20.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070286,13.0,16.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070290,22.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070295,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070296,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070296,22.0,7.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070296,33.0,15.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070299,26.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070310,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070312,12.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070314,20.0,10.0,24.0,00,0,20,20,20.0,Low Risk
MHxPC130070315,7.0,22.0,27.0,0.88,0,20,20,20.0,Low Risk
MHxPC130070315,12.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070318,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070318,13.0,9.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070320,41.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070321,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070323,28.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070327,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070330,11.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070335,43.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070342,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070343,16.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070347,21.0,1.0,0.0,0.02,1,100,20,60.0,Medium Risk
MHxPC130070354,39.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070355,9.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130070357,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070360,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070363,38.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070364,20.0,2.0,2.0,0,0,60,20,40.0,Low Risk
MHxPC130070366,26.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070369,29.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070372,15.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130070378,42.0,1.0,20.0,0,1,100,20,60.0,Medium Risk
MHxPC130070385,31.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130070396,20.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
